timestamp,Air pressure,Total acceleration,Altitude
0.0,101300.0,0.0,0.0
0.01,101300.0,3.082,0.0
0.02,101300.0,15.961,0.0004201
0.03,101300.0,28.844,0.002
0.04,101300.0,41.73,0.007
0.05,101300.0,54.621,0.016
0.06,101300.0,53.372,0.031
0.07,101300.0,52.122,0.05
0.08,101300.0,50.871,0.075
0.09,101300.0,49.618,0.105
0.1,101300.0,48.365,0.14
0.11,101300.0,48.626,0.18
0.12,101300.0,48.886,0.224
0.13,101300.0,49.146,0.274
0.14,101300.0,49.406,0.328
0.15,101300.0,49.667,0.388
0.16,101300.0,49.927,0.452
0.17,101300.0,50.187,0.521
0.18,101300.0,50.447,0.596
0.19,101300.0,50.708,0.675
0.2,101300.0,50.968,0.76
0.21,101300.0,50.96,0.849
0.22,101300.0,50.951,0.944
0.23,101300.0,50.943,1.044
0.245,101300.0,50.93,1.203
0.268,101300.0,50.909,1.463
0.301,101300.0,50.874,1.902
0.351,101300.0,50.818,2.658
0.4,101300.0,50.754,3.518
0.45,101300.0,50.574,4.525
0.5,101300.0,50.385,5.658
0.55,101200.0,50.013,6.918
0.6,101200.0,49.637,8.302
0.65,101200.0,49.25,9.811
0.7,101200.0,48.857,11.442
0.75,101200.0,48.457,13.196
0.8,101100.0,48.05,15.071
0.85,101100.0,47.64,17.066
0.9,101100.0,47.22,19.18
0.95,101100.0,46.794,21.413
1.0,101000.0,46.363,23.762
1.05,101000.0,45.719,26.227
1.1,101000.0,45.071,28.806
1.15,101000.0,44.416,31.498
1.2,100900.0,43.755,34.301
1.25,100900.0,43.09,37.213
1.3,100900.0,42.421,40.233
1.35,100800.0,41.746,43.359
1.4,100800.0,41.068,46.589
1.45,100700.0,40.386,49.921
1.5,100700.0,39.701,53.355
1.55,100700.0,38.937,56.887
1.6,100600.0,38.17,60.516
1.65,100600.0,37.399,64.241
1.7,100500.0,36.627,68.058
1.75,100500.0,35.851,71.967
1.8,100400.0,35.071,75.965
1.85,100400.0,34.29,80.05
1.9,100300.0,33.503,84.22
1.95,100300.0,32.717,88.474
2.0,100200.0,31.93,92.809
2.05,100200.0,31.272,97.223
2.1,100100.0,30.613,101.716
2.15,100100.0,29.949,106.284
2.2,100000.0,29.284,110.928
2.25,99970.0,28.62,115.644
2.3,99910.0,27.957,120.431
2.35,99860.0,27.295,125.288
2.4,99800.0,26.631,130.214
2.45,99740.0,25.969,135.205
2.5,99680.0,25.308,140.262
2.55,99620.0,24.76,145.382
2.6,99560.0,24.213,150.564
2.65,99500.0,23.665,155.806
2.7,99440.0,23.12,161.107
2.75,99370.0,22.574,166.467
2.8,99310.0,22.031,171.882
2.85,99240.0,21.492,177.353
2.9,99180.0,20.952,182.877
2.95,99110.0,20.416,188.453
3.0,99050.0,19.888,194.08
3.05,98980.0,19.099,199.757
3.1,98920.0,18.315,205.481
3.15,98850.0,18.459,211.251
3.2,98780.0,13.27,217.064
3.25,98710.0,7.869,222.911
3.3,98640.0,2.633,228.776
3.35,98570.0,1.839,234.648
3.4,98500.0,5.571,240.516
3.45,98440.0,9.445,246.37
3.5,98370.0,10.298,252.201
3.55,98300.0,11.148,258.007
3.6,98230.0,11.999,263.785
3.65,98160.0,13.199,269.533
3.7,98100.0,14.39,275.248
3.75,98030.0,15.154,280.928
3.8,97960.0,15.914,286.569
3.85,97900.0,16.023,292.171
3.9,97830.0,16.128,297.733
3.95,97770.0,16.234,303.255
4.0,97700.0,16.343,308.736
4.05,97640.0,16.454,314.176
4.1,97580.0,16.35,319.575
4.15,97510.0,16.248,324.934
4.2,97450.0,16.147,330.252
4.25,97390.0,16.049,335.529
4.3,97330.0,15.952,340.766
4.35,97270.0,15.863,345.964
4.4,97210.0,15.768,351.122
4.45,97150.0,15.673,356.24
4.5,97090.0,15.579,361.319
4.55,97030.0,15.478,366.359
4.6,96970.0,15.387,371.361
4.65,96910.0,15.295,376.324
4.7,96850.0,15.205,381.249
4.75,96800.0,15.121,386.136
4.8,96740.0,15.028,390.985
4.85,96680.0,14.942,395.796
4.9,96630.0,14.856,400.57
4.95,96570.0,14.771,405.307
5.0,96520.0,14.692,410.008
5.05,96460.0,14.61,414.671
5.1,96410.0,14.53,419.298
5.15,96350.0,14.453,423.888
5.2,96300.0,14.378,428.443
5.25,96250.0,14.304,432.962
5.3,96190.0,14.228,437.444
5.35,96140.0,14.155,441.892
5.4,96090.0,14.082,446.303
5.45,96040.0,14.012,450.68
5.5,95990.0,13.942,455.022
5.55,95940.0,13.875,459.329
5.6,95890.0,13.808,463.601
5.65,95840.0,13.74,467.838
5.7,95790.0,13.673,472.042
5.75,95740.0,13.609,476.211
5.8,95690.0,13.545,480.346
5.85,95640.0,13.481,484.447
5.9,95600.0,13.422,488.515
5.95,95550.0,13.359,492.549
6.0,95500.0,13.294,496.549
6.05,95460.0,13.236,500.517
6.1,95410.0,13.179,504.451
6.15,95370.0,13.12,508.352
6.2,95320.0,13.063,512.221
6.25,95280.0,13.01,516.057
6.3,95240.0,12.949,519.86
6.35,95200.0,12.896,523.631
6.4,95160.0,12.841,527.37
6.45,95110.0,12.786,531.077
6.5,95070.0,12.735,534.751
6.55,95030.0,12.68,538.394
6.6,94990.0,12.631,542.006
6.65,94950.0,12.58,545.585
6.7,94910.0,12.532,549.133
6.75,94870.0,12.483,552.65
6.8,94830.0,12.435,556.136
6.85,94800.0,12.384,559.59
6.9,94760.0,12.333,563.014
6.95,94720.0,12.286,566.407
7.0,94680.0,12.241,569.769
7.05,94640.0,12.193,573.1
7.1,94610.0,12.144,576.401
7.15,94570.0,12.1,579.672
7.2,94530.0,12.059,582.912
7.25,94500.0,12.019,586.123
7.3,94460.0,11.976,589.303
7.35,94430.0,11.932,592.453
7.4,94390.0,11.891,595.574
7.45,94360.0,11.847,598.664
7.5,94320.0,11.807,601.725
7.55,94290.0,11.765,604.757
7.6,94260.0,11.724,607.759
7.65,94220.0,11.685,610.732
7.7,94190.0,11.649,613.676
7.75,94160.0,11.613,616.591
7.8,94130.0,11.575,619.476
7.85,94090.0,11.54,622.333
7.9,94060.0,11.503,625.161
7.95,94030.0,11.467,627.96
8.0,94000.0,11.432,630.73
8.05,93970.0,11.403,633.472
8.1,93940.0,11.371,636.185
8.15,93910.0,11.339,638.87
8.2,93880.0,11.309,641.527
8.25,93850.0,11.28,644.155
8.3,93820.0,11.248,646.755
8.35,93790.0,11.214,649.327
8.4,93760.0,11.185,651.871
8.45,93740.0,11.155,654.387
8.5,93710.0,11.128,656.875
8.55,93680.0,11.097,659.336
8.6,93650.0,11.075,661.768
8.65,93630.0,11.044,664.173
8.7,93600.0,11.012,666.55
8.75,93570.0,10.98,668.9
8.8,93550.0,10.953,671.222
8.85,93520.0,10.925,673.517
8.9,93500.0,10.898,675.785
8.95,93470.0,10.874,678.025
9.0,93450.0,10.844,680.238
9.05,93420.0,10.816,682.424
9.1,93400.0,10.789,684.583
9.15,93370.0,10.763,686.715
9.2,93350.0,10.739,688.82
9.25,93330.0,10.714,690.899
9.3,93310.0,10.691,692.95
9.35,93280.0,10.664,694.975
9.4,93260.0,10.638,696.973
9.45,93240.0,10.617,698.945
9.5,93220.0,10.598,700.89
9.55,93190.0,10.568,702.808
9.6,93170.0,10.545,704.7
9.65,93150.0,10.526,706.566
9.7,93130.0,10.504,708.405
9.75,93110.0,10.485,710.218
9.8,93090.0,10.464,712.005
9.85,93070.0,10.444,713.766
9.9,93050.0,10.425,715.501
9.95,93030.0,10.408,717.209
10.0,93020.0,10.388,718.892
10.05,93000.0,10.368,720.548
10.1,92980.0,10.351,722.179
10.15,92960.0,10.336,723.784
10.2,92940.0,10.317,725.363
10.25,92930.0,10.295,726.916
10.3,92910.0,10.276,728.443
10.35,92890.0,10.257,729.945
10.4,92880.0,10.243,731.421
10.45,92860.0,10.224,732.872
10.5,92840.0,10.208,734.297
10.55,92830.0,10.193,735.696
10.6,92810.0,10.174,737.07
10.65,92800.0,10.158,738.419
10.7,92780.0,10.141,739.742
10.75,92770.0,10.125,741.04
10.8,92750.0,10.111,742.312
10.85,92740.0,10.098,743.559
10.9,92730.0,10.084,744.781
10.95,92710.0,10.073,745.978
11.0,92700.0,10.059,747.15
11.05,92690.0,10.049,748.296
11.1,92670.0,10.037,749.418
11.15,92660.0,10.023,750.514
11.2,92650.0,10.008,751.585
11.25,92640.0,10.001,752.631
11.3,92630.0,9.989,753.653
11.35,92620.0,9.978,754.649
11.4,92600.0,9.967,755.62
11.45,92590.0,9.955,756.567
11.5,92580.0,9.947,757.488
11.55,92570.0,9.934,758.385
11.6,92560.0,9.922,759.257
11.65,92550.0,9.915,760.104
11.7,92550.0,9.904,760.926
11.75,92540.0,9.896,761.724
11.8,92530.0,9.89,762.496
11.85,92520.0,9.882,763.244
11.9,92510.0,9.872,763.968
11.95,92500.0,9.861,764.667
12.0,92500.0,9.855,765.341
12.05,92490.0,9.85,765.99
12.1,92480.0,9.842,766.615
12.15,92480.0,9.833,767.215
12.2,92470.0,9.822,767.791
12.25,92460.0,9.816,768.342
12.3,92460.0,9.811,768.868
12.35,92450.0,9.804,769.37
12.4,92450.0,9.799,769.848
12.45,92440.0,9.791,770.301
12.5,92440.0,9.781,770.729
12.55,92430.0,9.778,771.134
12.6,92430.0,9.773,771.513
12.65,92420.0,9.768,771.868
12.7,92420.0,9.753,772.199
12.75,92420.0,9.749,772.506
12.8,92410.0,9.737,772.788
12.85,92410.0,9.731,773.046
12.9,92410.0,9.723,773.279
12.95,92410.0,9.712,773.488
13.0,92400.0,9.703,773.673
13.05,92400.0,9.694,773.834
13.1,92400.0,9.677,773.97
13.15,92400.0,9.669,774.083
13.2,92400.0,9.766,774.171
13.25,92400.0,9.764,774.234
13.3,92400.0,9.763,774.273
13.35,92400.0,9.757,774.288
13.4,92400.0,9.756,774.278
13.45,92400.0,9.753,774.244
13.5,92400.0,9.749,774.186
13.55,92400.0,9.736,774.103
13.6,92400.0,9.73,773.996
13.65,92400.0,9.722,773.865
13.7,92400.0,9.709,773.709
13.75,92400.0,9.693,773.529
13.8,92410.0,9.678,773.325
13.85,92410.0,9.655,773.096
13.9,92410.0,9.632,772.844
13.95,92420.0,9.61,772.567
14.0,92420.0,9.572,772.267
14.05,92420.0,9.533,771.942
14.1,92430.0,9.502,771.594
14.15,92430.0,9.454,771.222
14.2,92440.0,9.413,770.826
14.25,92440.0,9.374,770.407
14.3,92440.0,9.333,769.965
14.35,92450.0,9.275,769.499
14.4,92460.0,7.384,769.011
14.535,92470.0,6.933,767.589
14.68,92490.0,6.433,765.931
14.835,92510.0,5.884,763.991
15.005,92540.0,5.291,761.702
15.194,92570.0,4.664,758.97
15.408,92600.0,3.989,755.662
15.659,92650.0,3.297,751.55
15.962,92710.0,2.579,746.282
16.35,92790.0,1.811,739.183
16.85,92900.0,1.125,729.596
17.35,93010.0,0.711,719.692
17.85,93120.0,0.545,709.612
18.35,93230.0,0.425,699.438
18.85,93350.0,0.426,689.216
19.35,93460.0,0.345,678.969
19.85,93580.0,0.108,668.713
20.35,93690.0,0.027,658.453
20.85,93810.0,0.034,648.192
21.35,93920.0,0.04,637.933
21.85,94030.0,0.096,627.677
22.35,94150.0,0.045,617.426
22.85,94260.0,0.099,607.18
23.35,94380.0,0.026,596.938
23.85,94490.0,0.027,586.702
24.35,94610.0,0.092,576.47
24.85,94720.0,0.108,566.243
25.35,94830.0,0.021,556.021
25.85,94950.0,0.02,545.804
26.35,95060.0,0.091,535.592
26.85,95180.0,0.103,525.385
27.35,95290.0,0.027,515.183
27.85,95410.0,0.076,504.986
28.35,95520.0,0.03,494.794
28.85,95640.0,0.022,484.607
29.35,95760.0,0.164,474.424
29.85,95880.0,0.054,464.247
30.35,96000.0,0.05,454.075
30.85,96120.0,0.137,443.909
31.35,96240.0,0.037,433.747
31.85,96360.0,0.022,423.59
32.35,96480.0,0.02,413.439
32.85,96600.0,0.035,403.292
33.35,96710.0,0.156,393.151
33.85,96830.0,0.026,383.014
34.35,96950.0,0.14,372.883
34.85,97070.0,0.023,362.757
35.35,97190.0,0.03,352.636
35.85,97310.0,0.107,342.52
36.35,97430.0,0.175,332.409
36.85,97540.0,0.065,322.303
37.35,97660.0,0.148,312.202
37.85,97780.0,0.058,302.106
38.35,97900.0,0.104,292.015
38.85,98020.0,0.036,281.929
39.35,98140.0,0.082,271.847
39.85,98250.0,0.02,261.771
40.35,98370.0,0.02,251.7
40.85,98490.0,0.054,241.633
41.35,98610.0,0.057,231.571
41.85,98730.0,0.033,221.514
42.35,98840.0,0.103,211.462
42.85,98960.0,0.065,201.415
43.35,99080.0,0.093,191.373
43.85,99200.0,0.06,181.335
44.35,99320.0,0.154,171.303
44.85,99430.0,0.054,161.275
45.35,99550.0,0.031,151.252
45.85,99670.0,0.147,141.234
45.851,99670.0,441.947,141.214
45.854,99670.0,397.972,141.17
45.856,99670.0,356.249,141.123
45.859,99670.0,316.776,141.074
45.862,99670.0,279.554,141.022
45.866,99670.0,244.583,140.966
45.87,99670.0,211.864,140.907
45.874,99670.0,181.396,140.843
45.88,99670.0,153.179,140.774
45.886,99670.0,127.214,140.698
45.894,99680.0,103.501,140.616
45.904,99680.0,82.041,140.524
45.916,99680.0,62.834,140.42
45.932,99680.0,45.877,140.3
45.954,99680.0,31.172,140.157
45.986,99680.0,18.747,139.98
46.039,99690.0,8.594,139.738
46.149,99690.0,0.977,139.346
46.293,99700.0,0.101,138.912
46.443,99700.0,0.531,138.468
46.594,99710.0,0.565,138.024
46.745,99710.0,1.055,137.58
46.895,99720.0,0.069,137.136
47.046,99720.0,1.316,136.691
47.197,99730.0,0.735,136.248
47.348,99730.0,0.296,135.804
47.499,99740.0,0.742,135.359
47.65,99740.0,0.029,134.916
47.8,99750.0,0.103,134.471
47.951,99750.0,0.124,134.027
48.102,99760.0,0.074,133.583
48.252,99760.0,0.221,133.14
48.403,99770.0,0.132,132.696
48.553,99770.0,0.592,132.252
48.704,99780.0,0.047,131.808
48.854,99780.0,0.187,131.364
49.005,99790.0,0.781,130.92
49.156,99790.0,0.032,130.477
49.306,99800.0,0.15,130.033
49.457,99810.0,0.302,129.589
49.607,99810.0,0.924,129.145
49.758,99820.0,0.899,128.702
49.909,99820.0,0.232,128.258
50.06,99830.0,0.755,127.814
50.21,99830.0,0.228,127.371
50.361,99840.0,0.132,126.927
50.511,99840.0,0.2,126.483
50.662,99850.0,0.496,126.039
50.813,99850.0,0.516,125.596
50.963,99860.0,0.084,125.152
51.114,99860.0,0.032,124.709
51.264,99870.0,0.233,124.265
51.415,99870.0,0.135,123.822
51.565,99880.0,1.349,123.378
51.716,99880.0,0.383,122.936
51.867,99890.0,0.604,122.491
52.017,99890.0,0.204,122.048
52.168,99900.0,0.053,121.604
52.319,99900.0,0.204,121.161
52.469,99910.0,0.525,120.718
52.619,99910.0,0.03,120.274
52.77,99920.0,0.326,119.831
52.92,99920.0,0.908,119.388
53.071,99930.0,0.642,118.945
53.222,99940.0,0.444,118.501
53.372,99940.0,0.503,118.058
53.523,99950.0,0.332,117.614
53.673,99950.0,0.315,117.171
53.824,99960.0,0.143,116.728
53.974,99960.0,0.556,116.285
54.125,99970.0,0.661,115.842
54.275,99970.0,0.481,115.399
54.426,99980.0,0.157,114.955
54.577,99980.0,0.851,114.512
54.727,99990.0,0.669,114.069
54.878,99990.0,1.102,113.626
55.028,100000.0,0.281,113.183
55.179,100000.0,0.242,112.74
55.33,100000.0,0.335,112.297
55.48,100000.0,0.214,111.854
55.63,100000.0,0.258,111.411
55.781,100000.0,0.662,110.968
55.931,100000.0,0.841,110.525
56.082,100000.0,0.377,110.082
56.232,100000.0,0.048,109.639
56.383,100000.0,0.555,109.196
56.533,100000.0,0.202,108.753
56.684,100100.0,0.296,108.31
56.834,100100.0,0.468,107.867
56.985,100100.0,0.569,107.425
57.135,100100.0,0.459,106.982
57.286,100100.0,0.223,106.539
57.436,100100.0,0.059,106.096
57.586,100100.0,0.039,105.653
57.737,100100.0,0.674,105.211
57.887,100100.0,0.37,104.768
58.038,100100.0,0.038,104.325
58.188,100100.0,0.302,103.883
58.338,100100.0,0.017,103.44
58.489,100100.0,0.358,102.997
58.639,100100.0,0.049,102.555
58.789,100100.0,0.928,102.112
58.94,100100.0,0.777,101.67
59.09,100100.0,0.378,101.227
59.241,100100.0,0.269,100.784
59.391,100100.0,0.444,100.342
59.542,100200.0,0.01,99.899
59.692,100200.0,0.168,99.457
59.842,100200.0,0.156,99.014
59.993,100200.0,0.034,98.572
60.143,100200.0,0.064,98.129
60.293,100200.0,0.354,97.687
60.444,100200.0,0.606,97.245
60.594,100200.0,0.534,96.802
60.744,100200.0,0.162,96.36
60.895,100200.0,0.827,95.917
61.045,100200.0,0.372,95.475
61.196,100200.0,0.424,95.033
61.346,100200.0,0.023,94.591
61.496,100200.0,0.345,94.148
61.647,100200.0,0.66,93.706
61.797,100200.0,0.601,93.264
61.947,100200.0,0.798,92.822
62.098,100200.0,0.605,92.38
62.248,100200.0,0.242,91.937
62.399,100300.0,0.424,91.495
62.549,100300.0,0.637,91.053
62.699,100300.0,0.299,90.611
62.85,100300.0,0.505,90.169
63.0,100300.0,0.219,89.727
63.15,100300.0,0.293,89.284
63.301,100300.0,0.271,88.842
63.451,100300.0,0.33,88.4
63.601,100300.0,0.569,87.958
63.752,100300.0,0.447,87.516
63.902,100300.0,0.095,87.074
64.052,100300.0,0.774,86.632
64.202,100300.0,0.484,86.191
64.353,100300.0,0.857,85.749
64.503,100300.0,0.325,85.307
64.654,100300.0,0.089,84.865
64.804,100300.0,0.716,84.423
64.954,100300.0,0.231,83.981
65.105,100300.0,0.302,83.539
65.255,100400.0,0.726,83.097
65.405,100400.0,0.678,82.656
65.555,100400.0,0.172,82.214
65.706,100400.0,0.846,81.772
65.856,100400.0,0.038,81.331
66.006,100400.0,0.481,80.888
66.157,100400.0,0.034,80.447
66.307,100400.0,0.586,80.005
66.457,100400.0,0.556,79.564
66.607,100400.0,0.425,79.122
66.758,100400.0,0.314,78.68
66.908,100400.0,0.018,78.239
67.058,100400.0,0.307,77.797
67.208,100400.0,0.3,77.355
67.358,100400.0,0.677,76.914
67.509,100400.0,0.322,76.473
67.659,100400.0,0.834,76.031
67.809,100400.0,0.417,75.59
67.96,100400.0,1.153,75.148
68.11,100400.0,0.319,74.707
68.26,100500.0,0.695,74.265
68.411,100500.0,0.969,73.824
68.561,100500.0,0.774,73.383
68.711,100500.0,0.03,72.941
68.862,100500.0,0.369,72.499
69.012,100500.0,0.669,72.058
69.162,100500.0,0.308,71.617
69.312,100500.0,0.67,71.175
69.462,100500.0,0.125,70.734
69.613,100500.0,0.368,70.293
69.763,100500.0,0.035,69.851
69.913,100500.0,0.53,69.41
70.063,100500.0,0.981,68.969
70.213,100500.0,0.771,68.528
70.364,100500.0,0.263,68.087
70.514,100500.0,0.458,67.645
70.664,100500.0,0.439,67.204
70.814,100500.0,0.524,66.763
70.965,100500.0,0.049,66.322
71.115,100600.0,0.279,65.881
71.265,100600.0,0.912,65.44
71.415,100600.0,0.503,64.999
71.565,100600.0,0.314,64.558
71.715,100600.0,0.549,64.117
71.866,100600.0,0.293,63.676
72.016,100600.0,0.146,63.235
72.166,100600.0,0.201,62.794
72.316,100600.0,0.902,62.353
72.466,100600.0,0.318,61.912
72.616,100600.0,0.678,61.471
72.766,100600.0,0.572,61.03
72.917,100600.0,0.277,60.589
73.067,100600.0,0.29,60.148
73.217,100600.0,0.252,59.707
73.367,100600.0,0.115,59.267
73.517,100600.0,0.275,58.826
73.667,100600.0,0.243,58.385
73.817,100600.0,0.734,57.944
73.967,100700.0,1.017,57.504
74.117,100700.0,0.573,57.063
74.268,100700.0,0.128,56.622
74.418,100700.0,0.273,56.181
74.568,100700.0,0.653,55.741
74.718,100700.0,0.326,55.3
74.868,100700.0,0.147,54.859
75.018,100700.0,0.19,54.419
75.168,100700.0,0.052,53.978
75.318,100700.0,0.116,53.537
75.468,100700.0,1.079,53.097
75.618,100700.0,0.194,52.657
75.769,100700.0,0.5,52.216
75.919,100700.0,0.321,51.775
76.069,100700.0,0.31,51.335
76.569,100700.0,0.927,49.867
76.719,100700.0,0.486,49.427
76.869,100800.0,0.236,48.986
77.019,100800.0,0.215,48.545
77.519,100800.0,0.071,47.077
77.669,100800.0,0.163,46.637
77.819,100800.0,0.596,46.197
77.969,100800.0,0.038,45.757
78.119,100800.0,0.162,45.316
78.269,100800.0,0.554,44.876
78.419,100800.0,0.532,44.436
78.569,100800.0,0.653,43.996
78.719,100800.0,0.37,43.556
78.869,100800.0,0.064,43.115
79.019,100800.0,0.323,42.675
79.169,100800.0,0.269,42.235
79.319,100800.0,0.907,41.795
79.469,100800.0,0.485,41.355
79.619,100800.0,0.768,40.915
79.769,100900.0,0.542,40.475
79.919,100900.0,0.244,40.035
80.069,100900.0,0.67,39.595
80.219,100900.0,0.023,39.155
80.369,100900.0,0.016,38.715
80.519,100900.0,0.833,38.275
80.669,100900.0,0.473,37.835
80.819,100900.0,0.197,37.395
80.969,100900.0,0.535,36.955
81.119,100900.0,0.06,36.515
81.269,100900.0,0.601,36.075
81.419,100900.0,0.861,35.636
81.569,100900.0,0.18,35.196
81.719,100900.0,0.064,34.756
81.869,100900.0,0.077,34.316
82.018,100900.0,0.762,33.876
82.168,100900.0,0.228,33.437
82.318,100900.0,0.014,32.997
82.468,100900.0,0.435,32.557
82.618,100900.0,0.075,32.117
82.768,101000.0,0.499,31.677
82.918,101000.0,0.675,31.238
83.068,101000.0,0.061,30.798
83.218,101000.0,0.196,30.359
83.368,101000.0,0.412,29.919
83.517,101000.0,0.231,29.479
83.667,101000.0,0.472,29.04
83.817,101000.0,0.715,28.6
83.967,101000.0,0.532,28.161
84.117,101000.0,0.045,27.721
84.267,101000.0,0.464,27.282
84.417,101000.0,0.164,26.842
84.567,101000.0,0.523,26.403
84.716,101000.0,0.039,25.963
84.866,101000.0,0.14,25.524
85.016,101000.0,0.293,25.084
85.166,101000.0,0.266,24.645
85.316,101000.0,0.751,24.206
85.466,101000.0,0.063,23.767
85.616,101100.0,0.236,23.327
85.765,101100.0,0.344,22.888
85.915,101100.0,0.421,22.448
86.065,101100.0,0.285,22.009
86.215,101100.0,0.951,21.57
86.365,101100.0,0.765,21.131
86.515,101100.0,0.046,20.692
86.665,101100.0,0.744,20.252
86.814,101100.0,0.446,19.813
86.964,101100.0,0.413,19.374
87.114,101100.0,0.727,18.935
87.264,101100.0,0.088,18.496
87.414,101100.0,0.162,18.056
87.564,101100.0,0.635,17.617
87.713,101100.0,1.096,17.178
87.863,101100.0,0.638,16.74
88.013,101100.0,0.172,16.3
88.163,101100.0,0.777,15.861
88.313,101100.0,0.202,15.422
88.463,101100.0,0.244,14.983
88.613,101200.0,0.271,14.544
88.763,101200.0,0.096,14.105
88.912,101200.0,0.268,13.666
89.062,101200.0,0.517,13.227
89.212,101200.0,1.059,12.788
89.362,101200.0,0.136,12.35
89.512,101200.0,0.746,11.91
89.661,101200.0,1.177,11.472
89.811,101200.0,0.215,11.033
89.961,101200.0,0.306,10.594
90.111,101200.0,0.638,10.155
90.261,101200.0,0.172,9.716
90.411,101200.0,0.315,9.277
90.56,101200.0,0.994,8.839
90.71,101200.0,0.49,8.401
90.86,101200.0,0.769,7.961
91.01,101200.0,0.099,7.523
91.16,101200.0,0.218,7.084
91.309,101200.0,0.508,6.645
91.459,101300.0,0.752,6.207
91.609,101300.0,0.038,5.768
91.759,101300.0,0.194,5.329
91.908,101300.0,0.065,4.891
92.058,101300.0,0.446,4.452
92.208,101300.0,0.129,4.014
92.357,101300.0,0.863,3.575
92.507,101300.0,0.116,3.137
92.657,101300.0,0.108,2.698
92.807,101300.0,0.611,2.26
92.956,101300.0,0.127,1.821
93.106,101300.0,0.215,1.383
93.578,101300.0,0.77,0.0
